제목,저자,출판사,발행일,정가,판매가,리뷰 수,판매지수,상세 정보,설명,상세 페이지 URL
AI와 사주,조철래,커뮤니케이션북스,2025년 06월,12000,12000,0,12,N/A,"전통 사주명리학이 AI와 만난다면? 음양오행, 주역, 복잡계 이론을 통해 사주를 데이터 기반의 철학으로 재조명한다. 인간과 운명을 해석하는 새로운 프레임을 제시한다.",https://www.yes24.com/product/goods/147674347
AI와 교육 연극,한귀은,커뮤니케이션북스,2025년 06월,12000,12000,0,54,N/A,AI 기반의 맞춤형 교육은 객관성과 효율을 앞세워 개인이 스스로를 끊임없이 평가하고 관리하도록 만들고 있다. 『AI와 교육 연극』은 통제된 교육 시스템에 맞서 교육 연극이 펼치는 예측 불가능한 사유와 해방의 ...,https://www.yes24.com/product/goods/147097406
AI와 스타트업,김주희,커뮤니케이션북스,2025년 06월,12000,12000,0,54,N/A,AI는 스타트업의 창의성과 결합해 사회를 다시 설계하고 새로운 가치를 만든다. 혁신이 작동하는 구체적 장면을 AI와 스타트업의 결합 사례를 통해 보여 준다.,https://www.yes24.com/product/goods/147056020
AI와 글로벌 비즈니스 문화,황충연,커뮤니케이션북스,2025년 06월,12000,12000,0,42,N/A,문화적 차이로 인한 실패를 AI로 극복하는 전략을 소개한다. 생성형 AI는 글로벌 비즈니스에서 문화적 민감성과 전략 실행을 동시에 강화하는 강력한 협력자다.,https://www.yes24.com/product/goods/147056016
인공지능 산업,정용찬,커뮤니케이션북스,2025년 05월,12000,12000,0,54,N/A,"AI는 4차 산업혁명의 핵심 동력으로 부상하고 있다. 이 책은 인공지능 산업의 정의, 분류, 한국과 주요국의 전략과 규제 동향을 체계적으로 소개한다. 데이터, 로봇, 반도체 산업과의 융합까지 아우르며 AI 산업의 ...",https://www.yes24.com/product/goods/146012577
AI와 회계사,윤양인,커뮤니케이션북스,2025년 05월,12000,12000,0,54,N/A,"인공지능 시대 회계사의 역할 변화를 조명한다. 회계사 시험의 IT 과목 비중 확대, 회계감사·인증·부정조사 등에서 AI 활용 사례를 다루며, 신입 회계사와 실무자 모두를 위한 가이드를 제공한다.",https://www.yes24.com/product/goods/146012572
AI와 기업 경쟁력,이용수,커뮤니케이션북스,2025년 04월,12000,12000,0,42,N/A,N/A,https://www.yes24.com/product/goods/145605150
AI와 정치철학,정진화,커뮤니케이션북스,2025년 02월,12000,12000,0,36,N/A,"AI 기술이 정치철학에 던지는 새로운 질문들을 다룬다. AI의 발전이 인간의 자유, 평등, 정의 등 사회적 가치에 미치는 영향을 탐구하며 AI 시대의 거버넌스와 민주주의적 참여의 중요성을 강조한다. AI가 인간의 활...",https://www.yes24.com/product/goods/142072089
미디어 이론으로 본 AI,김동민,커뮤니케이션북스,2025년 01월,12000,12000,1,54,N/A,"AI와 미디어 이론의 융합을 탐구하며 AI가 인간의 사고와 창의성을 확장하는 방식에 대해 설명한다. 매클루언과 위너의 이론을 바탕으로 AI의 철학적 의미와 과학적 유물론을 결합해, AI가 인간의 확장으로서 어떤 ...",https://www.yes24.com/product/goods/141503174
메타버스 제작기법,류석원,BOOKK(부크크),2024년 06월,21900,21900,0,54,N/A,"자신이 상상하는 가상현실과 메타버스 공간을 제작하는 과정은 마치 현실에서 실제로 건축물을 설계하고 시공하는 과정과 흡사하다. 특히, 상상력이 가미된 건축물을 가상공간 속에 나만의 방법으로 표현하는 것은 ...",https://www.yes24.com/product/goods/128263944
ChatGPT보다 초대형  인공지능시대 - AGI의 위협,진하수,BOOKK(부크크),2023년 04월,26500,26500,0,12,N/A,정치를 통해 세상을 바꿀 수 있다고 믿는 많은 사람과 달리 AI 연구를 통해 세상을 의미 있게 바꿀 수 있다고 믿는 사람들이 있습니다. GPT 같은 거대언어모델들은 단지 확률로 작동하는 앵무새일 뿐이라는 지적도 ...,https://www.yes24.com/product/goods/118958504
Re100,신범희,열린인공지능,2023년 04월,13000,13000,1,42,N/A,본 서적은 챗GPT를 활용하여 집필된 서적입니다. 챗GPT를 통해 답변을 받다보니 책에 기입된 URL링크 등의 정보가 정확하지 않을 수 있습니다.최근 몇 년 동안 세계는 인간활동이 환경과 사회에 미치는 영향에 대한 ...,https://www.yes24.com/product/goods/118954796
문과생을 위한 인공지능 입문,"김장현, 김민철",에이콘출판사,2023년 04월,35000,31500,1,66,N/A,인공지능에 관심이 있지만 복잡한 수식이나 어려운 코드 때문에 학습을 시작하기 어려웠던 사람들을 위한 책이다. 누구나 쉽게 인공지능 개발을 경험할 수 있도록 수학적 설명을 최대한 배제했다. 코딩에 대한 기초 ...,https://www.yes24.com/product/goods/118486686
"디토랜드로 만드는 새로운 세상, 메타버스","(주)유티플러스인터랙티브 교육사업본부, (주)에프티엘",지식과감성#,2022년 07월,22000,19800,7,54,N/A,"하루가 다르게 기술이 발전하는 요즘, ‘메타버스가 뜨고 있다.’, ‘메타버스 세상에서 살게 될 것이다.’라는 말을 들으면 어떤 생각이 드는가. 변화를 따라가지 못할까 두려운 분들, 배워보고 싶지만 어디서부터 ...",https://www.yes24.com/product/goods/111122783
파이썬 딥러닝으로 시작하는 이상 징후 탐지 (한국어판),"박기웅, 김준섭",홍릉,2021년 09월,37000,37000,1,54,N/A,N/A,https://www.yes24.com/product/goods/103614647
인공지능 완전정복,정종기,형설출판사,2020년 11월,25000,22500,1,36,N/A,"인공지능의 핵심인 머신러닝, 딥 러닝 개념부터 산업별 인공지능 트렌드, 비즈니스 적용사례 등 인공지능 전반에서 다루는 핵심기술 및 주제들을 쉽게 접근하고 이해할 수 있도록 서술하였다. 인공지능의 과거와 현...",https://www.yes24.com/product/goods/95284389
AI 개발 로드맵 입문자를 위한 필수 사전 지식 안내서,김청,콩콩 컴퍼니,2025년 09월,20600,20600,0,42,N/A,"“코딩만 배우면 AI를 만들 수 있을 줄 알았는데… 너무 막막해요.”AI 개발의 세계에 첫발을 내딛는 수많은 입문자들이 SyntaxError라는 첫 번째 장벽 앞에서 좌절합니다.하지만 진짜 문제는 코딩 실력이 아니라, ...",https://www.yes24.com/product/goods/154230454
"AI, 데이터, 경쟁법",손영화,커뮤니케이션북스,2025년 09월,12000,12000,0,42,N/A,AI와 데이터는 혁신의 원천이자 시장 지배의 도구로 작동한다. 거대 기업의 독점과 알고리즘 담합은 전통적 경쟁법의 한계를 드러낸다. 이 책은 공정 경쟁과 기술 혁신의 균형을 위한 새로운 규범 설계를 제안한다.,https://www.yes24.com/product/goods/154152868
AI와 SF의 예언들,전구,커뮤니케이션북스,2025년 09월,12000,12000,0,42,N/A,"SF는 언제나 인간과 기계의 경계, 사회의 미래를 묻는 거울이었다. 신화 속 자동인형부터 아시모프와 클라크, 필립 K. 딕, 사이버펑크와 특이점까지, 인공지능을 다룬 SF의 상상과 현실을 교차시킨다. 인공지능총서....",https://www.yes24.com/product/goods/154102979
AI와 여가·관광,이정은,휴먼북스(교재),2025년 08월,20000,20000,0,42,N/A,"이 책은 여가·관광과 AI의 관계, 기능, 역할을 다각도에서 고찰함으로써 AI가 산업과 일상에 어떻게 접목될 수 있는지를 이해하고, 실질적으로 활용할 수 있는 기반을 제공하고자 합니다. 이 책이 독자 여러분께 여...",https://www.yes24.com/product/goods/154100759
"도시부동산 가치, 빅데이터는 알고있다",원지영,피앤씨미디어,2025년 09월,17000,17000,0,42,N/A,"도시에는 수많은 사람의 삶과 욕망, 그리고 보이지 않는 도시부동산 관련 자본의 흐름이 복잡한 그물망처럼 얽혀 역동적으로 살아 숨 쉰다. ‘어디에 살 것인가’, ‘어디에 어떤 방식으로 도시부동산에 투자할 것인...",https://www.yes24.com/product/goods/154079270
AI와 정치 커뮤니케이션,권성욱,커뮤니케이션북스,2025년 09월,12000,12000,0,42,N/A,"AI 기술이 정치 메시지의 생성과 확산을 어떻게 재편하는지 탐구한다. 선거 전략, 여론 형성, 딥페이크 위협까지 아우르며 민주주의의 기회와 위기를 균형 있게 분석한다. 인공지능총서. aiseries.oopy.io에서 필요...",https://www.yes24.com/product/goods/153838845
AI와 스토리텔링 확장 (큰글자책),송창렬,커뮤니케이션북스,2025년 09월,25000,25000,0,42,N/A,AI를 통해 스토리텔링이 어떻게 변화하고 확장되는지 탐구한다. 기술보다 중요한 것은 감정을 담은 이야기다. 창작자와 브랜드가 AI 시대에 나아갈 방향을 제시한다. 인공지능총서. aiseries.oopy.io에서 필요한 인...,https://www.yes24.com/product/goods/153838841
AI와 OTT 드라마 작법,정시영,커뮤니케이션북스,2025년 09월,12000,12000,0,42,N/A,"OTT 플랫폼과 생성형 AI가 만들어 낸 새로운 제작 환경을 분석한다. 자유로운 형식, 데이터 기반 기획, AI 보조 작법의 등장 속에서 여전히 인간 작가의 기획력과 책임이 핵심임을 강조한다. 인공지능총서. aiseries...",https://www.yes24.com/product/goods/153715244
AI와 문법 교육,박종미,커뮤니케이션북스,2025년 09월,12000,12000,0,102,N/A,"문법 교육에서 질문을 통해 사고를 확장하고, 교사의 전문성과 학생의 탐구를 함께 성장시키는 새로운 교육 패러다임을 제시한다. AI를 정답 기계가 아닌 학습 파트너로 바라본다. 인공지능총서. aiseries.oopy.io에...",https://www.yes24.com/product/goods/153715234
피지컬 AI와 삶의 변화 (큰글자책),유훈식,커뮤니케이션북스,2025년 09월,25000,25000,0,42,N/A,"움직이고 감각하는 인공지능이 교육, 의료, 산업, 예술, 국방까지 바꾸는 모습을 그린다. 인간 정체성과 사회적 가치가 어떻게 재편될지를 성찰한다. 인공지능총서. aiseries.oopy.io에서 필요한 인공지능 지식을 찾...",https://www.yes24.com/product/goods/153596609
피지컬 AI와 삶의 변화,유훈식,커뮤니케이션북스,2025년 09월,12000,12000,0,42,N/A,"움직이고 감각하는 인공지능이 교육, 의료, 산업, 예술, 국방까지 바꾸는 모습을 그린다. 인간 정체성과 사회적 가치가 어떻게 재편될지를 성찰한다. 인공지능총서. aiseries.oopy.io에서 필요한 인공지능 지식을 찾...",https://www.yes24.com/product/goods/153596604
인공지능과 콘텐츠 비즈니스,이성민,커뮤니케이션북스,2025년 04월,12000,12000,0,66,N/A,"생성형 인공지능의 발전은 콘텐츠 산업에 큰 변화를 가져온다. 기계가 창작을 대체하거나 보완하는 가운데, 콘텐츠 기업은 이를 기회로 삼을지 위협으로 여길지 고민해야 한다. 인공지능은 기획, 창작, 유통, 소비 ...",https://www.yes24.com/product/goods/144964732
AI와 유통 비즈니스,장중호,커뮤니케이션북스,2025년 04월,12000,12000,0,54,N/A,"AI 기술이 유통 산업에 가져올 혁신과 기회를 분석한다. 고객 맞춤 서비스, 공급망 최적화, 디지털 전환 등 유통의 미래를 AI로 설계하는 방법을 제시한다.",https://www.yes24.com/product/goods/144650383
AI와 공공 정책,유거송,커뮤니케이션북스,2025년 04월,12000,12000,0,66,N/A,"AI를 공공 정책 수립에 어떻게 활용할 수 있는지를 실무 경험을 바탕으로 설명한다. 정책 설계, 데이터 분석 등 내부 행정에 AI를 접목해 효율성과 공정성을 높이는 방안을 제시하고, 급변하는 기술 환경 속에서 정...",https://www.yes24.com/product/goods/144380980
AI와 중국 법,이상우,커뮤니케이션북스,2025년 03월,12000,12000,0,66,N/A,딥시크 출시 후 중국 AI에 대한 관심이 뜨겁다. 전방위적인 미국의 제재라는 결핍 속에서 혁신은 어떻게 이루어졌을까? 이 책은 이러한 혁신에 밑거름이 된 중국 AI 입법과 정책을 담았다. 중국은 아직 AI 기본법이 ...,https://www.yes24.com/product/goods/144220762
AI와 외국어 교사,유인박,커뮤니케이션북스,2025년 04월,12000,12000,0,66,N/A,"AI 도구는 외국어 교육에서 학습자 맞춤형 학습을 제공하고, 학습 태도 및 언어 전략 개발을 지원한다. 그러나 AI는 독창성 부족, 편향 문제, 교사의 판단 대체 한계 등 우려가 있다. 외국어 교사는 AI 도구를 신중...",https://www.yes24.com/product/goods/143879569
시맨틱 AI 아카이브,조명대,커뮤니케이션북스,2025년 03월,12000,12000,0,54,N/A,"기호학과 시맨틱 기술, AI를 결합해 데이터가 단순한 저장을 넘어 의미적으로 연결되고 활용될 수 있는 방안을 제시한다. 검색 증강 생성(RAG), 온톨로지 기반 지식 그래프, Machine-Actionable Metadata(MAM) 등을 ...",https://www.yes24.com/product/goods/143756481
인공지능과 가상 화폐,심양섭,커뮤니케이션북스,2025년 03월,12000,12000,0,54,N/A,"이 책은 인공지능(AI)과 가상 화폐의 융합이 산업, 경제, 사회에 미치는 영향을 탐구한다. AI와 가상 화폐는 데이터 기반, 탈중앙화, 알고리즘 중심의 특징을 공유하며, 서로 시너지를 일으켜 혁신적인 변화를 이끌...",https://www.yes24.com/product/goods/143753242
"AI Index, 인공지능지수",정용찬,커뮤니케이션북스,2025년 03월,12000,12000,0,54,N/A,"생성형 AI 확산 속에서 개인, 기업, 국가가 인공지능 시대를 대비하고 있는지를 평가하는 인공지능지수가 주목받고 있다. 스탠포드 AI 지수, 정부 AI 준비 지수, 글로벌 AI 지수, IMF AI 준비 지수 등을 분석하며, A...",https://www.yes24.com/product/goods/143650315
AI와 수산업,임태호,커뮤니케이션북스,2025년 02월,12000,12000,1,66,N/A,"이 책은 AI 기술이 수산업에 미치는 혁신적 변화를 탐구한다. 기후 변화와 자원 고갈 문제 속에서 AI가 어업 효율성을 높이고, 해양 생태계를 보호하며, 지속 가능한 수산업을 구현하는 방법을 제시한다.",https://www.yes24.com/product/goods/142968338
